Customer_ID,First_Purchase_Date,Source,Total_Orders,Total_Spend,Last_Order_Date,Category_Most_Purchased
C11227,2025-01-14,Google Shopping,1,140.52,2025-01-14,Home & Garden
C11228,2025-07-09,Organic,4,814.86,2025-11-15,Sports
C11229,2025-08-10,Referral,1,150.26,2025-08-10,Sports
C11230,2025-05-24,Google Shopping,1,164.45,2025-05-24,Sports
C11231,2025-11-18,Google Shopping,1,174.48,2025-11-18,Sports
C11232,2025-04-16,Meta,2,470.05,2025-11-17,Sports
C11233,2025-08-26,Google Shopping,4,875.23,2025-12-08,Electronics
C11234,2025-01-07,Referral,1,150.89,2025-01-07,Home & Garden
C11235,2025-06-25,Google Shopping,3,416.97,2025-08-14,Electronics
C11236,2025-02-11,Google Shopping,1,184.48,2025-02-11,Home & Garden
C11237,2025-05-17,Google Shopping,1,137.85,2025-05-17,Sports
C11238,2025-10-19,Google Shopping,1,222.25,2025-10-19,Electronics
C11239,2025-08-07,Google Shopping,1,135.53,2025-08-07,Home & Garden
C11240,2025-03-21,Google Shopping,1,166.26,2025-03-21,Sports
C11241,2025-05-21,Organic,1,152.52,2025-05-21,Electronics
C11242,2025-07-12,Email,7,1311.51,2025-11-16,Electronics
C11243,2025-04-08,Organic,1,148.13,2025-04-08,Electronics
C11244,2025-01-01,Organic,1,191.48,2025-01-01,Sports
C11245,2025-03-02,Meta,1,236.53,2025-03-02,Accessories
C11246,2025-04-19,Meta,3,808.85,2025-09-14,Electronics
C11247,2025-09-20,Google Shopping,1,187.06,2025-09-20,Home & Garden
C11248,2025-02-07,Meta,1,179.29,2025-02-07,Accessories
C11249,2025-10-27,Social,1,92.22,2025-10-27,Accessories
C11250,2025-08-24,Google Shopping,2,407.38,2025-09-21,Sports
C11251,2025-10-21,Meta,3,699.99,2025-12-10,Electronics
C11252,2025-11-07,Email,1,224.7,2025-11-07,Accessories
C11253,2025-03-07,Social,1,129.25,2025-03-07,Sports
C11254,2025-09-03,Email,1,189.79,2025-09-03,Electronics
C11255,2025-01-16,Organic,1,135.9,2025-01-16,Home & Garden
C11256,2025-05-19,Google Shopping,1,106.94,2025-05-19,Electronics
C11257,2025-12-24,Meta,1,228.96,2025-12-24,Accessories
C11258,2025-08-05,Meta,1,204.14,2025-08-05,Electronics
C11259,2025-11-05,Meta,1,208.22,2025-11-05,Accessories
C11260,2025-04-13,Organic,5,736.44,2025-07-12,Electronics
C11261,2025-08-02,Social,1,115.46,2025-08-02,Accessories
C11262,2025-11-06,Meta,1,277.75,2025-11-06,Home & Garden
C11263,2025-01-13,Organic,7,1258.22,2025-03-03,Accessories
C11264,2025-01-02,Organic,5,781.23,2025-04-29,Accessories
C11265,2025-12-27,Email,9,1569.34,2025-12-17,Electronics
C11266,2025-11-18,Email,5,715.16,2025-12-15,Home & Garden
C11267,2025-01-06,Google Shopping,1,149.26,2025-01-06,Accessories
C11268,2025-02-22,Email,8,1767.86,2025-12-07,Sports
C11269,2025-08-15,Referral,3,529.87,2025-11-20,Electronics
C11270,2025-02-20,Google Shopping,1,134.79,2025-02-20,Home & Garden
C11271,2025-02-15,Google Shopping,3,587.94,2025-05-16,Accessories
C11272,2025-02-26,Meta,2,321.8,2025-03-20,Electronics
C11273,2025-12-03,Social,1,117.21,2025-12-03,Accessories
C11274,2025-11-23,Meta,1,202.69,2025-11-23,Accessories
C11275,2025-02-13,Email,5,1056.57,2025-11-06,Electronics
C11276,2025-11-22,Google Shopping,1,154.39,2025-11-22,Electronics
C11277,2025-02-08,Social,1,112.53,2025-02-08,Sports
C11278,2025-03-09,Meta,1,171.93,2025-03-09,Electronics
C11279,2025-01-02,Meta,1,147.83,2025-01-02,Electronics
C11280,2025-03-18,Organic,7,1237.01,2025-06-16,Electronics
C11281,2025-08-21,Google Shopping,3,386.99,2025-12-24,Sports
C11282,2025-03-18,Social,3,354.45,2025-10-09,Accessories
C11283,2025-09-18,Email,2,317.92,2025-11-03,Home & Garden
C11284,2025-01-20,Google Shopping,3,573.85,2025-03-05,Sports
C11285,2025-02-18,Social,1,152.79,2025-02-18,Accessories
C11286,2025-06-04,Email,1,217.36,2025-06-04,Home & Garden
C11287,2025-07-09,Organic,2,360.88,2025-11-06,Sports
C11288,2025-12-11,Google Shopping,1,181.68,2025-12-11,Electronics
C11289,2025-01-13,Social,1,98.54,2025-01-13,Sports
C11290,2025-10-28,Meta,1,187.5,2025-10-28,Sports
C11291,2025-04-10,Meta,1,302.37,2025-04-10,Accessories
C11292,2025-01-09,Meta,3,709.47,2025-09-08,Electronics
C11293,2025-06-23,Google Shopping,1,197.04,2025-06-23,Sports
C11294,2025-01-23,Referral,5,634.08,2025-03-07,Home & Garden
C11295,2025-04-11,Google Shopping,1,193.24,2025-04-11,Electronics
C11296,2025-11-28,Referral,2,399.08,2025-12-26,Home & Garden
C11297,2025-06-22,Google Shopping,2,237.11,2025-11-20,Accessories
C11298,2025-10-01,Google Shopping,2,351.02,2025-12-06,Home & Garden
C11299,2025-03-03,Social,1,113.84,2025-03-03,Accessories
C11300,2025-08-28,Social,3,560.05,2025-12-16,Electronics
C11301,2025-01-02,Organic,3,504.41,2025-05-11,Electronics
C11302,2025-07-21,Meta,2,524.25,2025-12-18,Accessories
C11303,2025-04-23,Email,1,195.24,2025-04-23,Home & Garden
C11304,2025-09-26,Google Shopping,4,828.35,2025-11-10,Home & Garden
C11305,2025-05-16,Google Shopping,1,196.75,2025-05-16,Electronics
C11306,2025-04-10,Email,6,1141.7,2025-05-24,Electronics
C11307,2025-10-09,Email,8,1623.37,2025-12-10,Accessories
C11308,2025-02-24,Meta,3,819.03,2025-07-16,Accessories
C11309,2025-05-03,Email,6,1188.66,2025-10-04,Electronics
C11310,2025-12-05,Google Shopping,2,355.24,2025-12-05,Accessories
C11311,2025-01-14,Email,7,1362.57,2025-04-23,Sports
C11312,2025-06-18,Email,1,134.42,2025-06-18,Sports
C11313,2025-11-18,Google Shopping,1,199.43,2025-11-18,Home & Garden
C11314,2025-01-14,Meta,2,434.14,2025-01-31,Accessories
C11315,2025-09-09,Organic,1,138.39,2025-09-09,Sports
C11316,2025-02-05,Meta,1,192.47,2025-02-05,Electronics
C11317,2025-04-10,Meta,1,191.41,2025-04-10,Home & Garden
C11318,2025-09-16,Social,1,165.4,2025-09-16,Electronics
C11319,2025-06-11,Google Shopping,1,107.68,2025-06-11,Sports
C11320,2025-03-17,Google Shopping,1,144.99,2025-03-17,Accessories
C11321,2025-06-11,Google Shopping,1,201.43,2025-06-11,Sports
C11322,2025-09-23,Google Shopping,4,911.08,2025-11-14,Electronics
C11323,2025-06-25,Social,1,109.12,2025-06-25,Accessories
C11324,2025-08-08,Meta,3,839.38,2025-10-11,Accessories
C11325,2025-01-27,Google Shopping,1,160.82,2025-01-27,Sports
C11326,2025-02-27,Organic,7,1308.84,2025-10-04,Electronics
C11327,2025-10-18,Organic,2,311.86,2025-11-13,Electronics
C11328,2025-05-06,Google Shopping,1,148.59,2025-05-06,Home & Garden
C11329,2025-08-26,Google Shopping,1,191.04,2025-08-26,Accessories
C11330,2025-01-24,Google Shopping,1,184.88,2025-01-24,Sports
C11331,2025-02-05,Email,1,155.43,2025-02-05,Electronics
C11332,2025-02-02,Meta,2,412.9,2025-11-08,Electronics
C11333,2025-06-11,Google Shopping,1,168.05,2025-06-11,Electronics
C11334,2025-07-23,Organic,4,661.55,2025-11-14,Electronics
C11335,2025-11-20,Email,6,794.57,2025-12-13,Accessories
C11336,2025-02-03,Referral,5,1132.66,2025-09-13,Sports
C11337,2025-06-19,Organic,3,606.72,2025-12-26,Home & Garden
C11338,2025-04-17,Meta,3,567.8,2025-12-24,Electronics
C11339,2025-09-01,Email,9,1311.88,2025-10-30,Electronics
C11340,2025-07-17,Email,5,1090.15,2025-11-18,Home & Garden
C11341,2025-03-20,Google Shopping,1,149.04,2025-03-20,Electronics
C11342,2025-11-12,Google Shopping,1,171.13,2025-11-12,Electronics
C11343,2025-08-22,Meta,2,330.89,2025-11-13,Electronics
C11344,2025-02-26,Organic,5,731.02,2025-11-22,Sports
C11345,2025-04-09,Google Shopping,4,590.31,2025-04-26,Electronics
C11346,2025-09-05,Social,3,498.84,2025-11-26,Home & Garden
C11347,2025-06-06,Referral,5,652.34,2025-09-06,Home & Garden
C11348,2025-01-17,Google Shopping,2,247.55,2025-04-19,Home & Garden
C11349,2025-07-10,Meta,1,266.82,2025-07-10,Sports
C11350,2025-04-27,Google Shopping,1,216.09,2025-04-27,Sports
C11351,2025-10-04,Social,1,144.81,2025-10-04,Electronics
C11352,2025-06-10,Social,1,104.64,2025-06-10,Home & Garden
C11353,2025-06-24,Google Shopping,1,204.03,2025-06-24,Accessories
C11354,2025-05-11,Meta,1,199.11,2025-05-11,Accessories
C11355,2025-09-18,Google Shopping,3,413.56,2025-11-01,Home & Garden
C11356,2025-03-01,Meta,3,708.33,2025-08-12,Home & Garden
C11357,2025-01-27,Google Shopping,1,112.58,2025-01-27,Electronics
C11358,2025-02-20,Meta,1,213.75,2025-02-20,Home & Garden
C11359,2025-01-17,Email,1,191.03,2025-01-17,Home & Garden
C11360,2025-03-18,Meta,1,190.36,2025-03-18,Sports
C11361,2025-06-07,Organic,5,733.54,2025-09-29,Sports
C11362,2025-11-22,Organic,3,423.61,2025-12-15,Home & Garden
C11363,2025-06-14,Google Shopping,1,219.98,2025-06-14,Home & Garden
C11364,2025-07-10,Organic,4,627.52,2025-08-13,Sports
C11365,2025-12-24,Meta,1,236.11,2025-12-24,Home & Garden
C11366,2025-04-01,Meta,2,379.41,2025-10-10,Electronics
C11367,2025-12-28,Social,1,120.86,2025-12-28,Sports
C11368,2025-08-01,Referral,2,344.74,2025-11-03,Home & Garden
C11369,2025-02-11,Email,1,164.06,2025-02-11,Home & Garden
C11370,2025-08-13,Organic,1,183.37,2025-08-13,Home & Garden
C11371,2025-02-14,Google Shopping,1,211.18,2025-02-14,Home & Garden
C11372,2025-03-14,Google Shopping,1,173.34,2025-03-14,Home & Garden
C11373,2025-01-27,Google Shopping,4,631.41,2025-09-06,Electronics
C11374,2025-09-08,Email,7,1457.32,2025-09-23,Accessories
C11375,2025-02-13,Email,4,994.34,2025-06-04,Home & Garden
C11376,2025-05-07,Google Shopping,4,598.94,2025-12-26,Electronics
C11377,2025-08-09,Organic,1,165.81,2025-08-09,Home & Garden
C11378,2025-04-19,Meta,1,254.5,2025-04-19,Accessories
C11379,2025-07-19,Organic,5,741.82,2025-12-18,Accessories
C11380,2025-09-09,Google Shopping,1,137.82,2025-09-09,Electronics
C11381,2025-04-09,Email,1,118.36,2025-04-09,Accessories
C11382,2025-07-10,Social,1,119.22,2025-07-10,Sports
C11383,2025-05-05,Social,1,135.36,2025-05-05,Home & Garden
C11384,2025-07-16,Referral,2,291.61,2025-11-04,Electronics
C11385,2025-07-03,Referral,4,731.87,2025-11-14,Sports
C11386,2025-10-24,Organic,1,142.7,2025-10-24,Electronics
C11387,2025-03-21,Referral,1,97.83,2025-03-21,Home & Garden
C11388,2025-11-24,Social,1,137.64,2025-11-24,Electronics
C11389,2025-10-12,Organic,1,185.06,2025-10-12,Accessories
C11390,2025-08-21,Google Shopping,4,517.9,2025-11-28,Electronics
C11391,2025-04-02,Google Shopping,1,211.96,2025-04-02,Electronics
C11392,2025-01-11,Google Shopping,1,148.26,2025-01-11,Home & Garden
C11393,2025-03-06,Organic,5,1022.56,2025-10-29,Home & Garden
C11394,2025-03-19,Organic,4,643.84,2025-10-02,Electronics
C11395,2025-11-11,Organic,5,787.13,2025-12-24,Accessories
C11396,2025-02-16,Organic,5,744.22,2025-11-08,Accessories
C11397,2025-02-11,Meta,1,227.25,2025-02-11,Electronics
C11398,2025-01-12,Google Shopping,1,189.78,2025-01-12,Accessories
C11399,2025-12-13,Google Shopping,1,167.93,2025-12-13,Home & Garden
C11400,2025-09-27,Organic,1,97.64,2025-09-27,Accessories
C11401,2025-09-13,Referral,1,112.74,2025-09-13,Home & Garden
C11402,2025-07-20,Meta,1,241.28,2025-07-20,Electronics
C11403,2025-12-18,Google Shopping,2,361.21,2025-12-13,Home & Garden
C11404,2025-01-19,Social,2,251.13,2025-04-13,Accessories
C11405,2025-07-02,Google Shopping,3,344.11,2025-11-05,Home & Garden
C11406,2025-03-23,Meta,3,708.64,2025-10-07,Electronics
C11407,2025-10-14,Google Shopping,1,156.53,2025-10-14,Electronics
C11408,2025-10-28,Meta,1,231.26,2025-10-28,Sports
C11409,2025-10-14,Social,1,132.78,2025-10-14,Sports
C11410,2025-01-19,Meta,1,247.79,2025-01-19,Accessories
C11411,2025-11-01,Social,1,133.94,2025-11-01,Accessories
C11412,2025-10-25,Referral,1,203.87,2025-10-25,Home & Garden
C11413,2025-03-28,Meta,1,101.58,2025-03-28,Sports
C11414,2025-06-10,Google Shopping,2,347.91,2025-11-21,Electronics
C11415,2025-09-04,Meta,2,350.65,2025-11-26,Sports
C11416,2025-11-25,Google Shopping,1,161.68,2025-11-25,Home & Garden
C11417,2025-06-07,Email,1,148.27,2025-06-07,Sports
C11418,2025-10-06,Meta,1,229.9,2025-10-06,Accessories
C11419,2025-01-09,Google Shopping,1,143.93,2025-01-09,Home & Garden
C11420,2025-08-07,Google Shopping,2,262.52,2025-11-16,Accessories
C11421,2025-03-17,Google Shopping,3,604.21,2025-06-10,Home & Garden
C11422,2025-11-23,Meta,1,173.35,2025-11-23,Sports
C11423,2025-02-14,Google Shopping,2,314.91,2025-08-28,Accessories
C11424,2025-02-16,Organic,1,128.83,2025-02-16,Home & Garden
C11425,2025-05-01,Meta,1,190.01,2025-05-01,Accessories
C11426,2025-03-20,Google Shopping,1,133.99,2025-03-20,Home & Garden
C11427,2025-01-21,Email,7,1314.13,2025-05-21,Accessories
C11428,2025-07-16,Google Shopping,1,167.0,2025-07-16,Sports
C11429,2025-03-08,Google Shopping,1,154.17,2025-03-08,Electronics
C11430,2025-05-16,Social,1,105.52,2025-05-16,Accessories
C11431,2025-01-27,Google Shopping,2,361.24,2025-04-02,Accessories
C11432,2025-09-14,Email,2,382.06,2025-11-24,Accessories
C11433,2025-02-05,Google Shopping,2,528.29,2025-08-13,Electronics
C11434,2025-04-27,Meta,1,136.48,2025-04-27,Electronics
C11435,2025-01-06,Referral,1,240.2,2025-01-06,Electronics
C11436,2025-08-24,Social,2,248.97,2025-12-21,Sports
C11437,2025-04-04,Organic,1,161.38,2025-04-04,Accessories
C11438,2025-10-05,Google Shopping,4,520.63,2025-12-01,Accessories
C11439,2025-04-03,Email,1,163.33,2025-04-03,Sports
C11440,2025-08-25,Meta,2,369.47,2025-11-23,Electronics
C11441,2025-05-07,Organic,1,197.63,2025-05-07,Home & Garden
C11442,2025-09-02,Google Shopping,4,880.54,2025-11-18,Sports
C11443,2025-03-23,Organic,1,117.61,2025-03-23,Electronics
C11444,2025-05-22,Google Shopping,1,161.1,2025-05-22,Accessories
C11445,2025-06-04,Referral,3,470.14,2025-08-10,Sports
C11446,2025-07-11,Meta,2,428.17,2025-09-03,Electronics
C11447,2025-05-08,Google Shopping,1,223.0,2025-05-08,Electronics
C11448,2025-04-08,Social,1,168.33,2025-04-08,Accessories
C11449,2025-06-02,Social,1,102.84,2025-06-02,Home & Garden
C11450,2025-11-27,Google Shopping,4,851.49,2025-12-01,Home & Garden
C11451,2025-08-02,Meta,1,261.48,2025-08-02,Home & Garden
C11452,2025-04-08,Organic,1,118.89,2025-04-08,Home & Garden
C11453,2025-02-26,Social,1,110.59,2025-02-26,Electronics
C11454,2025-03-15,Social,1,134.68,2025-03-15,Accessories
C11455,2025-01-19,Referral,1,134.93,2025-01-19,Sports
C11456,2025-01-02,Email,7,969.27,2025-09-03,Electronics
C11457,2025-09-25,Organic,4,726.16,2025-12-27,Sports
C11458,2025-04-04,Referral,5,402.51,2025-11-07,Home & Garden
C11459,2025-01-26,Social,1,112.96,2025-01-26,Electronics
C11460,2025-01-21,Organic,5,862.98,2025-05-29,Accessories
C11461,2025-04-09,Meta,1,166.4,2025-04-09,Accessories
C11462,2025-01-15,Google Shopping,3,437.04,2025-05-13,Sports
C11463,2025-04-23,Organic,1,219.73,2025-04-23,Sports
C11464,2025-04-12,Meta,1,232.98,2025-04-12,Accessories
C11465,2025-02-13,Social,1,128.47,2025-02-13,Accessories
C11466,2025-03-23,Google Shopping,1,176.54,2025-03-23,Sports
C11467,2025-02-07,Organic,5,763.25,2025-03-01,Sports
C11468,2025-03-06,Email,6,1264.95,2025-11-18,Accessories
C11469,2025-11-23,Google Shopping,3,626.79,2025-12-24,Sports
C11470,2025-12-25,Google Shopping,2,439.05,2025-12-07,Electronics
C11471,2025-03-15,Google Shopping,1,199.97,2025-03-15,Home & Garden
C11472,2025-07-12,Google Shopping,3,714.3,2025-11-23,Accessories
C11473,2025-07-07,Organic,7,1428.55,2025-08-27,Home & Garden
C11474,2025-02-16,Email,4,846.66,2025-03-08,Electronics
C11475,2025-06-10,Google Shopping,1,199.81,2025-06-10,Home & Garden
C11476,2025-03-17,Organic,7,1168.36,2025-06-26,Accessories
C11477,2025-12-22,Google Shopping,1,213.28,2025-12-22,Electronics
C11478,2025-06-23,Email,1,199.03,2025-06-23,Electronics
C11479,2025-07-09,Social,1,141.03,2025-07-09,Sports
C11480,2025-06-17,Google Shopping,1,163.07,2025-06-17,Sports
C11481,2025-01-18,Organic,4,667.56,2025-05-11,Electronics
C11482,2025-10-06,Google Shopping,1,211.13,2025-10-06,Home & Garden
C11483,2025-07-14,Email,1,205.49,2025-07-14,Home & Garden
C11484,2025-04-11,Meta,3,575.09,2025-08-13,Sports
C11485,2025-02-21,Google Shopping,1,217.73,2025-02-21,Electronics
C11486,2025-02-07,Organic,1,113.17,2025-02-07,Accessories
C11487,2025-02-08,Google Shopping,1,156.66,2025-02-08,Electronics
C11488,2025-11-20,Organic,1,149.14,2025-11-20,Electronics
C11489,2025-04-09,Social,1,82.24,2025-04-09,Accessories
C11490,2025-01-21,Referral,2,504.89,2025-07-29,Accessories
C11491,2025-06-09,Email,9,1769.82,2025-12-21,Home & Garden
C11492,2025-08-25,Organic,6,1363.49,2025-11-19,Home & Garden
C11493,2025-09-22,Google Shopping,2,439.57,2025-11-06,Electronics
C11494,2025-05-07,Organic,5,875.47,2025-10-18,Accessories
C11495,2025-02-19,Referral,1,188.76,2025-02-19,Home & Garden
C11496,2025-05-26,Meta,1,155.75,2025-05-26,Electronics
C11497,2025-06-28,Google Shopping,1,206.17,2025-06-28,Electronics
C11498,2025-01-06,Referral,3,674.18,2025-02-05,Electronics
C11499,2025-09-15,Organic,1,176.64,2025-09-15,Home & Garden
C11500,2025-06-22,Referral,1,179.27,2025-06-22,Electronics
C11501,2025-06-20,Meta,1,231.63,2025-06-20,Home & Garden
C11502,2025-05-14,Google Shopping,2,300.3,2025-06-02,Accessories
C11503,2025-07-19,Google Shopping,3,457.77,2025-10-01,Electronics
C11504,2025-10-26,Organic,2,278.04,2025-12-08,Sports
C11505,2025-02-12,Meta,1,129.99,2025-02-12,Electronics
C11506,2025-08-27,Meta,2,343.42,2025-11-28,Electronics
C11507,2025-02-08,Organic,7,953.87,2025-07-22,Sports
C11508,2025-02-02,Email,1,246.46,2025-02-02,Accessories
C11509,2025-05-19,Social,1,130.8,2025-05-19,Sports
C11510,2025-02-09,Referral,5,988.4,2025-07-18,Accessories
C11511,2025-10-23,Social,2,301.83,2025-11-19,Home & Garden
C11512,2025-03-11,Google Shopping,1,197.48,2025-03-11,Home & Garden
C11513,2025-01-28,Google Shopping,2,355.73,2025-08-16,Home & Garden
C11514,2025-02-15,Meta,2,316.99,2025-06-29,Home & Garden
C11515,2025-06-11,Google Shopping,1,240.37,2025-06-11,Sports
C11516,2025-07-23,Social,4,505.4,2025-11-09,Sports
C11517,2025-09-09,Organic,3,705.77,2025-11-25,Home & Garden
C11518,2025-03-25,Organic,1,166.44,2025-03-25,Electronics
C11519,2025-05-17,Google Shopping,1,161.73,2025-05-17,Home & Garden
C11520,2025-08-26,Referral,4,826.01,2025-12-07,Accessories
C11521,2025-03-28,Email,6,989.84,2025-12-27,Electronics
C11522,2025-11-09,Email,1,204.45,2025-11-09,Accessories
C11523,2025-01-11,Organic,2,351.91,2025-05-06,Electronics
C11524,2025-01-15,Referral,1,189.16,2025-01-15,Electronics
C11525,2025-08-11,Google Shopping,1,154.91,2025-08-11,Sports
C11526,2025-09-06,Organic,5,753.06,2025-12-19,Sports
C11527,2025-05-11,Meta,3,930.71,2025-12-18,Accessories
C11528,2025-12-26,Email,7,1332.42,2025-12-15,Home & Garden
C11529,2025-10-19,Meta,1,327.5,2025-10-19,Electronics
C11530,2025-09-13,Organic,2,368.77,2025-11-21,Home & Garden
C11531,2025-06-16,Organic,1,120.13,2025-06-16,Accessories
C11532,2025-07-09,Social,1,109.4,2025-07-09,Sports
C11533,2025-01-08,Meta,1,264.39,2025-01-08,Sports
C11534,2025-12-06,Organic,1,129.91,2025-12-06,Electronics
C11535,2025-08-21,Google Shopping,1,97.3,2025-08-21,Home & Garden
C11536,2025-08-20,Email,1,189.62,2025-08-20,Accessories
C11537,2025-09-08,Organic,1,142.05,2025-09-08,Electronics
C11538,2025-06-13,Google Shopping,2,225.12,2025-12-23,Sports
C11539,2025-02-08,Google Shopping,3,621.89,2025-10-27,Home & Garden
C11540,2025-09-05,Google Shopping,2,258.27,2025-11-14,Electronics
C11541,2025-04-01,Organic,1,175.07,2025-04-01,Sports
C11542,2025-02-26,Google Shopping,1,158.86,2025-02-26,Electronics
C11543,2025-07-11,Social,1,127.64,2025-07-11,Accessories
C11544,2025-04-20,Google Shopping,1,162.21,2025-04-20,Electronics
C11545,2025-02-06,Email,6,1364.81,2025-09-06,Home & Garden
C11546,2025-02-28,Meta,1,216.26,2025-02-28,Sports
C11547,2025-03-17,Meta,1,116.78,2025-03-17,Home & Garden
C11548,2025-01-28,Organic,1,176.95,2025-01-28,Sports
C11549,2025-06-10,Meta,1,221.12,2025-06-10,Accessories
C11550,2025-05-12,Google Shopping,1,153.67,2025-05-12,Accessories
C11551,2025-09-22,Google Shopping,1,183.4,2025-09-22,Accessories
C11552,2025-04-09,Google Shopping,1,178.24,2025-04-09,Sports
C11553,2025-12-04,Organic,5,1036.54,2025-12-24,Accessories
C11554,2025-06-27,Google Shopping,2,527.61,2025-08-29,Sports
C11555,2025-10-21,Meta,1,224.58,2025-10-21,Accessories
C11556,2025-05-19,Google Shopping,1,136.77,2025-05-19,Home & Garden
C11557,2025-07-18,Email,6,1143.6,2025-08-15,Sports
C11558,2025-04-12,Referral,1,167.62,2025-04-12,Electronics
C11559,2025-12-03,Email,1,181.98,2025-12-03,Accessories
C11560,2025-08-10,Meta,1,156.62,2025-08-10,Sports
C11561,2025-05-13,Organic,1,132.13,2025-05-13,Home & Garden
C11562,2025-02-05,Email,7,1297.14,2025-10-17,Sports
C11563,2025-07-21,Meta,1,259.0,2025-07-21,Sports
C11564,2025-01-19,Social,1,84.29,2025-01-19,Home & Garden
C11565,2025-09-21,Social,1,86.79,2025-09-21,Electronics
C11566,2025-06-27,Google Shopping,2,379.65,2025-10-01,Accessories
C11567,2025-06-17,Referral,3,616.19,2025-09-02,Home & Garden
C11568,2025-06-01,Social,1,117.98,2025-06-01,Sports
C11569,2025-08-26,Social,1,126.63,2025-08-26,Sports
C11570,2025-05-23,Meta,2,516.91,2025-08-07,Electronics
C11571,2025-09-04,Meta,1,226.25,2025-09-04,Electronics
C11572,2025-09-22,Organic,4,629.66,2025-11-07,Accessories
C11573,2025-01-09,Organic,1,119.27,2025-01-09,Accessories
C11574,2025-02-19,Email,4,1038.95,2025-07-21,Home & Garden
C11575,2025-01-13,Organic,5,648.74,2025-04-20,Home & Garden
C11576,2025-06-21,Meta,1,280.67,2025-06-21,Electronics
C11577,2025-01-18,Google Shopping,1,203.5,2025-01-18,Home & Garden
C11578,2025-06-21,Google Shopping,1,162.87,2025-06-21,Accessories
C11579,2025-02-27,Organic,5,864.74,2025-08-08,Home & Garden
C11580,2025-05-22,Referral,1,156.15,2025-05-22,Sports
C11581,2025-06-10,Organic,1,149.88,2025-06-10,Home & Garden
C11582,2025-02-12,Social,1,89.52,2025-02-12,Accessories
C11583,2025-03-22,Referral,1,142.1,2025-03-22,Home & Garden
C11584,2025-01-24,Meta,1,208.96,2025-01-24,Accessories
C11585,2025-07-12,Social,1,98.08,2025-07-12,Home & Garden
C11586,2025-01-01,Email,6,1461.57,2025-08-28,Accessories
C11587,2025-07-07,Google Shopping,4,875.25,2025-07-25,Home & Garden
C11588,2025-02-10,Referral,3,622.93,2025-08-31,Electronics
C11589,2025-05-25,Meta,1,265.71,2025-05-25,Sports
C11590,2025-03-28,Google Shopping,1,164.2,2025-03-28,Electronics
C11591,2025-07-22,Organic,3,600.13,2025-09-18,Electronics
C11592,2025-05-19,Social,1,140.31,2025-05-19,Home & Garden
C11593,2025-02-03,Social,1,170.21,2025-02-03,Accessories
C11594,2025-07-05,Meta,3,463.57,2025-11-04,Accessories
C11595,2025-01-19,Meta,1,158.47,2025-01-19,Home & Garden
C11596,2025-07-14,Google Shopping,1,195.28,2025-07-14,Accessories
C11597,2025-07-16,Referral,1,187.56,2025-07-16,Accessories
C11598,2025-07-28,Google Shopping,1,136.86,2025-07-28,Electronics
C11599,2025-08-05,Meta,3,799.62,2025-11-09,Home & Garden
C11600,2025-05-11,Google Shopping,1,167.58,2025-05-11,Sports
C11601,2025-02-12,Referral,1,120.29,2025-02-12,Electronics
C11602,2025-05-25,Google Shopping,1,208.11,2025-05-25,Accessories
C11603,2025-02-15,Meta,3,687.12,2025-09-13,Sports
C11604,2025-02-27,Organic,4,682.3,2025-04-05,Home & Garden
C11605,2025-11-09,Google Shopping,1,145.48,2025-11-09,Accessories
C11606,2025-09-13,Referral,1,137.94,2025-09-13,Home & Garden
C11607,2025-11-10,Referral,2,411.16,2025-12-09,Electronics
C11608,2025-04-11,Social,1,136.03,2025-04-11,Home & Garden
C11609,2025-05-02,Google Shopping,1,171.03,2025-05-02,Electronics
C11610,2025-05-01,Email,1,242.06,2025-05-01,Sports
C11611,2025-01-19,Meta,1,187.78,2025-01-19,Electronics
C11612,2025-07-09,Google Shopping,1,150.9,2025-07-09,Accessories
C11613,2025-02-26,Organic,1,112.62,2025-02-26,Home & Garden
C11614,2025-11-20,Organic,3,570.5,2025-12-02,Home & Garden
C11615,2025-09-02,Meta,1,269.87,2025-09-02,Accessories
C11616,2025-03-03,Google Shopping,1,220.95,2025-03-03,Accessories
C11617,2025-04-10,Meta,1,197.83,2025-04-10,Home & Garden
C11618,2025-04-12,Google Shopping,2,455.36,2025-09-05,Accessories
C11619,2025-02-10,Meta,1,187.85,2025-02-10,Electronics
C11620,2025-08-02,Organic,1,170.11,2025-08-02,Sports
C11621,2025-04-13,Google Shopping,2,437.05,2025-11-13,Sports
C11622,2025-05-27,Google Shopping,1,167.61,2025-05-27,Sports
C11623,2025-02-17,Google Shopping,1,225.47,2025-02-17,Electronics
C11624,2025-03-12,Organic,5,805.23,2025-04-02,Home & Garden
C11625,2025-05-19,Organic,1,152.31,2025-05-19,Electronics
C11626,2025-07-26,Meta,1,180.55,2025-07-26,Sports
C11627,2025-08-13,Meta,3,557.71,2025-11-01,Home & Garden
C11628,2025-10-03,Social,3,353.77,2025-10-24,Electronics
C11629,2025-01-05,Google Shopping,1,156.12,2025-01-05,Accessories
C11630,2025-03-14,Meta,1,196.55,2025-03-14,Accessories
C11631,2025-10-25,Organic,1,164.37,2025-10-25,Home & Garden
C11632,2025-04-23,Social,2,294.95,2025-08-30,Home & Garden
C11633,2025-03-19,Meta,1,178.9,2025-03-19,Accessories
C11634,2025-07-24,Google Shopping,1,184.06,2025-07-24,Home & Garden
C11635,2025-08-16,Email,1,204.02,2025-08-16,Electronics
